Chapter #,Chapter Name,BlockL1_Id,BlockL1,BlockL2_Id,BlockL2,code,Category,synonymous,synonymous DSM - 5,Defination,ClassKind,DepthInKind
8,Diseases of the nervous system,BlockL1-8D6,- Disorders of cerebrospinal fluid pressure or flow,,,8D68,- - Porencephalic cyst,,,,category,1
8,Diseases of the nervous system,BlockL1-8D8,- Disorders of autonomic nervous system,,,8D88,- - Autonomic neuropathies,,,,category,1
8,Diseases of the nervous system,BlockL1-8D8,- Disorders of autonomic nervous system,,,8D89,- - Disorders of orthostatic tolerance,,,,category,1
8,Diseases of the nervous system,BlockL1-8D8,- Disorders of autonomic nervous system,,,8D8A,- - Focal or segmental autonomic disorders,,,,category,1
8,Diseases of the nervous system,BlockL1-8D8,- Disorders of autonomic nervous system,,,8D8A.1,- - - Horner syndrome,,,,category,2
8,Diseases of the nervous system,BlockL1-8D8,- Disorders of autonomic nervous system,,,8D8C,- - Autonomic dysreflexia,,,This is a potenitally dangerous disorder associated with damage to the spinal cord above the sixth thoracic level characterized by a marked increase in the sympathetic response to minor stimuli. It leads to sudden severe hypertension which can be life threatening,category,1
8,Diseases of the nervous system,BlockL1-8D8,- Disorders of autonomic nervous system,,,8D8Z,"- - Disorders of autonomic nervous system, unspecified",,,,category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E41,- - Pachymeningitis,,,"Inflammation of the pachymeninges resulting in localised or diffuse thickening of the dura mater which can be caused by chronic infection, inflammatory and immune-mediated disorders and malignancies. The cranial and/or the spinal dura may be affected. Neurological features includes headache, visual disturbance, cranial nerve palsies, ataxia and with spinal involvement, limb weakness, sensory impairment and sphincter disturbances . Diagnosis may be aided by neuroimaging ",category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E42,- - Superficial siderosis of the nervous system,,,"Superficial siderosis is the deposition of haemosiderin in the central nervous system as a result of chronic or recurrent subarachnoid haemorrhage due to vascular anomalies, aneurysms, vascular tumours, neurosurgery, cervical root lesions, head injury and trauma. Clinical feature of Superficial siderosis include sensorineural deafness, cerebellar ataxia, pyramidal weakness and less frequently dementia, loss of sphincter control, anosmia, anisocoria, sensory disturbance, extra-ocular motor palsies, sciatica and lower motor neuron signs. The diagnosis may be confirmed by pure tone audiometry, neuroimaging, spinal fluid analysis, angiography to identify a potential bleeding source and where appropriate genetic testing.",category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E43,- - Pain disorders,,,,category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E43.00,- - - - Phantom limb syndrome,,,"Phantom limb pain is the perception of sensations, including pain, in a limb that has been amputated or a body part that has been removed. These sensations may include a specific position, shape, or movement of the phantom, feelings of warmth or cold, itching, tingling, or electric sensations, and other paraesthesias.",category,3
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E45,- - Locked-in syndrome,,,,category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E46,- - Reye syndrome,,,"Reye syndrome is sudden (acute) brain damage (encephalopathy) and liver function problems of unknown cause. The syndrome has occurred with the use of aspirin to treat chickenpox or the flu in children. However, it has become very uncommon since aspirin is no longer recommended for routine use in children. Reye syndrome often begins with vomiting, which lasts for many hours. The vomiting is quickly followed by irritable and aggressive behaviour. There is no specific treatment for this condition. The health care provider will monitor the pressure in the brain, blood gases, and blood acid-base balance (pH).",category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E48,"- - Encephalitis, not elsewhere classified",,,,category,1
8,Diseases of the nervous system,BlockL1-8E4,- Other disorders of the nervous system,,,8E49,- - Postviral fatigue syndrome,chronic fatigue syndrome /  myalgic encephalomyelitis,,,category,1
8,Diseases of the nervous system,BlockL1-8E6,- Postprocedural disorders of the nervous system,,,8E62,- - Postprocedural meningitis,,,"Inflammation of the meninges due to a procedure. The syndrome is clinically characterised by headache, neck stiffness, fever and photophobia. Diagnosis may be aided by neuroimaging and spinal fluid analysis which may reveal a lymphocytic pleocytosis and raised protein.",category,1
8,Diseases of the nervous system,BlockL1-8E6,- Postprocedural disorders of the nervous system,,,8E64,- - Multifocal cerebral infarctions,,,,category,1
8,Diseases of the nervous system,BlockL1-8E6,- Postprocedural disorders of the nervous system,,,8E66,- - Intracranial hypotension due to lumbar puncture,,,,category,1
8,Diseases of the nervous system,BlockL1-8E6,- Other specified diseases of the nervous system,,,8E7Y,- Other specified diseases of the nervous system,,,,category,1
8,Diseases of the nervous system,BlockL1-8E6,- Other specified diseases of the nervous system,,,8E7Z,"- Diseases of the nervous system, unspecified",Neurological disorder,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A00,- - - Congenital malposition of eyelids,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A01,- - - Infectious disorders of eyelid,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A01.3,- - - - Infectious blepharitis,,,"A condition of the eyelid, commonly caused by an infection with a bacterial source. This condition is characterised by pruritus, burning, scratchiness, excessive tearing, or crusty debris around the eyelashes. This condition may also present with lid erythema, collarettes, madarosis, trichiasis, or plugged meibomian glands. Transmission is by direct or indirect contact with an infected individual, endogenous spread, or through fomites.",category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A02,- - - Inflammatory disorders of eyelid,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A02.0,- - - - Chalazion,,,A chalazion is a small cyst on the eyelid caused by blockage of a meibomian gland.,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A03,- - - Acquired malposition of eyelid,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A03.0,- - - - Blepharoptosis,,,Drooping of the upper lid due to deficient development or paralysis of the levator palpebrae muscle.,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A03.1,- - - - Entropion of eyelid,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A03.2,- - - - Ectropion of eyelid,,,"The turning outward (eversion) of the edge of the eyelid, resulting in the exposure of the palpebral conjunctiva.",category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A03.3,- - - - Eyelid retraction,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A03.4,- - - - Lagophthalmos,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A04,- - - Acquired disorders of eyelashes,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A04.0,- - - - Trichiasis without entropion,,,"This refers to abnormally positioned eyelashes that grow back toward the eye, touching the cornea or conjunctiva. This can be caused by infection, inflammation, autoimmune conditions, congenital defects, eyelid agenesis and trauma such as burns or eyelid injury. This diagnosis is without a condition in which the eyelid (usually the lower lid) folds inward. It is very uncomfortable, as the eyelashes constantly rub against the cornea and irritate it.",category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A06,- - - Certain specified disorders of eyelid,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A06.2,"- - - - Symblepharon, acquired",,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A06.7,- - - - Dermatitis or eczema of eyelids,,,Eczematous blepharitis and contact dermatitis affecting the eyelids.,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A0,- - Disorders of eyelid or peri-ocular area,9A0Y,- - - Other specified disorders of eyelid or peri-ocular area,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A10,- - - Disorders of lacrimal gland,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A10.1,- - - - Orbital inflammatory syndrome,,,"This refers to a marginated mass-like enhancing soft tissue involving any area of the orbit. It is the most common painful orbital mass in the adult population, and is associated with proptosis, cranial nerve palsy (Tolosa-Hunt syndrome), uveitis, and retinal detachment.",category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A11,- - - Disorders of lacrimal drainage system,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A11.1,- - - - Canaliculitis,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A11.2,- - - - Dacryocystitis,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A11.5,- - - - Nasolacrimal canalicular stenosis,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A1,- - Disorders of lacrimal apparatus,9A11.8,- - - - Nasolacrimal duct obstruction,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A20,- - - Displacement of eyeball,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A20.00,- - - - - Outward displacement of eyeball,Proptosis /  Exophthalmos,,,category,3
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A20.01,- - - - - Inward displacement of eyeball,Enophthalmos,,,category,3
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A21,- - - Orbital infection,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A21.0,- - - - Orbital cellulitis,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A22,- - - Orbital inflammation,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A22.0,- - - - Dysthyroid orbitopathy,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A23,- - - Orbital cyst,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A24,- - - Bony deformity of orbit,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A25,- - - Soft tissue deformity of orbit,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A25.0,- - - - Anophthalmic socket,,,,category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A25.4,- - - - Haemorrhage of orbit,,,"This is the loss of blood or blood escaping from the circulatory system. This diagnosis is of the cavity or socket of the skull in which the eye and its appendages are situated. ""Orbit"" can refer to the bony socket, or it can also be used to imply the contents.",category,2
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A2Y,- - - Other specified disorders of orbit,,,,category,1
9,Diseases of the visual system,BlockL1-9A0,- Disorders of the ocular adnexa or orbit,BlockL2-9A2,- - Disorders of orbit,9A4Y,- - Other specified disorders of the ocular adnexa or orbit,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A6,- - Disorders of conjunctiva,9A60,- - - Conjunctivitis,Eye Infection,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A6,- - Disorders of conjunctiva,9A60.02,- - - - - Allergic conjunctivitis,,,"Allergic conjunctivitis is an IgE-mediated response due to the exposure of seasonal or perennial allergens in sensitized patients. The allergen-induced inflammatory response of the conjunctiva results in the release of histamine and other mediators. Symptoms consist of redness (mainly due to vasodilation of the peripheral small blood vessels), oedema (swelling) of the conjunctiva, itching, and increased lacrimation (production of tears).",category,3
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A6,- - Disorders of conjunctiva,9A60.5,- - - - Vernal keratoconjunctivitis,,,"Vernal keratoconjunctivitis is a persistent and severe form of ocular allergy that affects children and young adults, usually in warm climates. Vernal keratoconjunctivitis typically appears in boys between the ages of 4–12 years. The typical symptoms are intense itching, tearing, and photophobia. Disease exacerbation can be triggered either by allergen re-exposure or by nonspecific stimuli such as sunlight, wind, and dust. The tarsal form is characterised by irregularly sized hypertrophic papillae, leading to a cobblestone appearance of the upper tarsal plate. The limbal form is characterised by transient, multiple limbal, or conjunctival gelatinous yellow-grey infiltrates superposed with white points or deposits, known as Horner–Trantas dots and papillae at the limbus.",category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A6,- - Disorders of conjunctiva,9A61,- - - Certain specified disorders of conjunctiva,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A6,- - Disorders of conjunctiva,9A61.1,- - - - Pterygium,,,,category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A6,- - Disorders of conjunctiva,9A61.5,- - - - Conjunctival or subconjunctival haemorrhage,,,"A conjunctival haemorrhage is a small haematoma clearly delimited on the conjunctiva itself resulting from a direct blow on the eye. Subconjunctival haemorrhage extends from the orbit, forward and deep to the conjunctiva with no posterior limit.",category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A71,- - - Infectious keratitis,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A72,- - - Traumatic keratitis,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A73,- - - Exposure keratitis,,,"This is an exposure condition in which the eye's cornea, the front part of the eye, becomes inflamed. The condition is often marked by moderate to intense pain and usually involves impaired eyesight. May cause feelings of scratching each time individual blinks eye.",category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A74,- - - Neurotrophic keratitis,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A76,- - - Corneal ulcer,,,"Loss of epithelial tissue from the surface of the cornea due to progressive erosion and necrosis of the tissue. It is often caused by bacterial, fungal, or viral infection.",category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A77,- - - Corneal scars or opacities,,,Corneal opacity occurs when the cornea is scarred by a variety of infectious and inflammatory eye diseases. These scars stop light from passing through the cornea to the retina and may cause the cornea which is normally transparent to appear white or clouded over.,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A78,- - - Certain specified disorders of cornea,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A78.2,- - - - Corneal oedema,,,,category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A78.4,- - - - Corneal degeneration,Arcus senilis,,,category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A7,- - Disorders of the cornea,9A79,- - - Keratoconjunctivitis sicca,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A8,- - Disorders of the anterior chamber,9A80,- - - Hyphaema,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9A9,- - Disorders of the anterior uvea,9A96,- - - Anterior uveitis,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B10,- - - Cataract,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B10.02,- - - - - Mature age-related cataract,,,This is a mature age-related clouding of the lens inside the eye which leads to a decrease in vision. It is the most common cause of blindness and is conventionally treated with surgery. Visual loss occurs because opacification of the lens obstructs light from passing and being focused on to the retina at the back of the eye.,category,3
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B10.1,- - - - Infantile or juvenile cataract,,,"A cataract is clouding of the lens of the eye, which impedes the passage of light.",category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B10.20,- - - - - Traumatic cataract,,,"Partial or complete opacity on or in the lens or capsule of one or both eyes, impairing vision or causing blindness. The many kinds of cataract are classified by their morphology (size, shape, location) or etiology (cause and time of occurrence) resulting from or following injury.",category,3
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B10.21,- - - - - Diabetic cataract,,,"This refers to an unspecified group of metabolic diseases in which a person has high blood sugar, either because the pancreas does not produce enough insulin, or because cells do not respond to the insulin that is produced. This diagnosis is with diabetic cataract.",category,3
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B11,- - - Certain specified disorders of lens,,,,category,1
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B11.0,- - - - Aphakia,,,,category,2
9,Diseases of the visual system,BlockL1-9A6,- Disorders of the eyeball - anterior segment,BlockL2-9B1,- - Disorders of lens,9B11.1,- - - - Dislocation of lens,,,,category,2
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B5,- - Disorders of sclera,9B50,- - - Episcleritis,,,"Episcleritis is a benign, self-limiting inflammatory disease affecting part of the eye called the episclera. The episclera is a thin layer of tissue that lies between the conjunctiva and the connective tissue layer that forms the white of the eye (sclera). Episcleritis is a common condition, and is characterised by the abrupt onset of mild eye pain and redness.",category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B5,- - Disorders of sclera,9B51,- - - Scleritis,,,"Inflammation of the white, opaque, fibrous, outer tunic of the eyeball. Can be associated with uveitis.",category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B5,- - Disorders of sclera,9B52,- - - Scleral staphyloma,"Equatorial staphyloma, Scleral ectasia",,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B6,- - Disorders of the choroid,9B62,- - - Chorioretinal scars,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B6,- - Disorders of the choroid,9B63,- - - Choroidal haemorrhage or rupture,Expulsive choroidal haemorrhage,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B6,- - Disorders of the choroid,9B65,- - - Choroiditis,Posterior uveitis,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B6,- - Disorders of the choroid,9B65.2,- - - - Chorioretinal inflammation,,,,category,2
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B70,- - - Inherited retinal dystrophies,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B71,- - - Retinopathy,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B71.00,- - - - - Nonproliferative diabetic retinopathy,"Leber congenital amaurosis, Stargardt disease,Vitreoretinal dystrophy",,,category,3
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B71.01,- - - - - Proliferative diabetic retinopathy,,,"This is proliferative retinopathy (damage to the retina) caused by complications of diabetes, which can eventually lead to blindness. It is an ocular manifestation of diabetes, a systemic disease, which affects up to 80 percent of all patients who have had diabetes for 10 years or more. Always assign an additional code for the type of diabetes mellitus.",category,3
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B71.02,- - - - - Diabetic macular oedema,,,,category,3
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B71.0Z,"- - - - - Diabetic retinopathy, unspecified",,,A condition characterised as a disease of the retina (retinopathy) involving damage to the small blood vessels in the retina which is due to chronically high blood glucose levels in people with diabetes.,category,3
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B71.1,- - - - Hypertensive retinopathy,,,,category,2
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B73,- - - Retinal detachments or breaks,,,"Retinal breaks are full thickness openings in the neurosensory retina that can be in the form of a hole, a tear or a retinal dialysis. Retinal detachment is a condition in which the retina peels away from its underlying layer of support tissue.",category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B73.0,- - - - Retinal detachment with retinal break,,,,category,2
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B74,- - - Retinal vascular occlusions,,,These are obstruction or closure of retinal vascular structures.,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B75,- - - Macular disorders,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B75.0,- - - - Age related macular degeneration,,,"Age-related macular degeneration (ARMD) is defined as an ocular disease leading to loss of central vision in the elderly, and characterised by primary and secondary damage of macular retinal pigment epithelial (RPE) cells, resulting in formation of drusen (deposits lying beneath the RPE), choroidal neovascularization (CNV), and atrophy of photoreceptors and choriocapillaris layer of the choroidea.",category,2
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B76,- - - Degenerative high myopia,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B77,- - - Eales disease,,,"Eales disease is a retinal vasculopathy that presents as an inflammatory stage with retinal periphlebitis affecting especially peripheral retina, then an ischemic stage with sclerosis of retinal veins, and finally a proliferative stage characterised by neovascularization, haemorrhage and retinal detachment.",category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B78,- - - Certain specified retinal disorders,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B7,- - Disorders of the retina,9B78.12,- - - - - Retinal vasculitis,,,,category,3
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B8,- - Disorders of the vitreous body,9B80,- - - Inherited vitreoretinal disorders,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B8,- - Disorders of the vitreous body,9B81,- - - Posterior vitreous detachment,,,,category,1
9,Diseases of the visual system,BlockL1-9B5,- Disorders of the eyeball - posterior segment,BlockL2-9B8,- - Disorders of the vitreous body,9B83,- - - Vitreous haemorrhage,,,,category,1
9,Diseases of the visual system,BlockL1-9C2,- Disorders of the eyeball affecting both anterior and posterior segments,,,9C20,- - Panuveitis,,,,category,1
9,Diseases of the visual system,BlockL1-9C2,- Disorders of the eyeball affecting both anterior and posterior segments,,,9C21,- - Endophthalmitis,,,,category,1
9,Diseases of the visual system,BlockL1-9C2,- Disorders of the eyeball affecting both anterior and posterior segments,,,9C21.0,- - - Sympathetic uveitis,,,,category,2
9,Diseases of the visual system,BlockL1-9C2,- Disorders of the eyeball affecting both anterior and posterior segments,,,9C22,- - Eyeball deformity,,,,category,1
9,Diseases of the visual system,BlockL1-9C4,- Disorders of the visual pathways or centres,,,9C40,- - Disorder of the optic nerve,,,,category,1
9,Diseases of the visual system,BlockL1-9C4,- Disorders of the visual pathways or centres,,,9C40.1,- - - Optic neuritis,,,"Optic neuritis is a condition related to immune mediated inflammation of the optic nerve. It is commoner in women and can be the first presenting symptom of MS. The symptoms are those of blurred vision, pain on moving the eye and in the vast majority it is self limiting”.",category,2
9,Diseases of the visual system,BlockL1-9C4,- Disorders of the visual pathways or centres,,,9C40.A0,- - - - Papilloedema,Optic disc swelling that results from increased intracranial pressure,,Optic disc swelling that results from increased intracranial pressure,category,3
9,Diseases of the visual system,BlockL1-9C4,- Disorders of the visual pathways or centres,,,9C40.B,- - - Optic atrophy,,,"Optic atrophies (OA) refer to a specific group of hereditary optic neuropathies in which the cause of the optic nerve dysfunction is inherited either in an autosomal dominant or autosomal recessive pattern. Autosomal dominant optic atrophy (ADOA), type Kjer, is the most common OA, whereas autosomal recessive optic atrophy (AROA) is a rare form.",category,2
9,Diseases of the visual system,BlockL1-9C4,- Disorders of the visual pathways or centres,,,9C43,- - Disorder of visual cortex,,,,category,1
9,Diseases of the visual system,BlockL1-9C6,- Glaucoma or glaucoma suspect,,,9C60,- - Glaucoma suspect,,,,category,1
